,FULL NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,TO%,FTA,FT%,2PA,3PA,PPG,RPG,TRB%,APG,SPG,BPG,TOPG
569,Jay Scrubb,Lac,G,21.55,18,6.7,14.1,20.8,12.2,10,0.7,25,21,2.7,0.9,6.9,0.4,0.22,0.17,0.39
570,Wayne Selden,Nyk,G,27.48,3,6.4,13.3,13.2,0,4,0.5,2,2,1.7,0.3,2.8,0.3,0,0,0
571,Alperen Sengun,Hou,C,19.66,64,19.6,40.9,22.3,19.2,204,0.696,348,94,9.1,5.1,14.3,2.4,0.83,0.97,1.97
572,Collin Sexton,Cle,G,23.21,11,28.8,59.9,27.8,15.6,39,0.744,106,45,16,3.3,6.3,2.1,0.91,0,2.82
573,Landry Shamet,Pho,G,25.03,59,20.7,43,16.5,7.3,76,0.842,121,277,8,1.8,4.8,1.6,0.44,0.1,0.58
574,Day'Ron Sharpe,Bro,F,20.38,32,12.2,25.4,21.7,15.2,41,0.585,142,7,6.2,5,22.3,0.5,0.31,0.47,0.94
575,Pascal Siakam,Tor,F,27.97,59,37.7,78.5,25.4,12.1,326,0.742,834,183,22,8.3,11.9,5.1,1.19,0.63,2.69
576,Chris Silva,Min,F,25.51,1,3.5,7.3,0,,0,0,0,0,0,1,15.2,0,0,0,0
577,Chris Silva,Mia,F,25.51,9,9.7,20.3,14.3,28.3,12,0.833,15,0,2.9,3.9,22.5,0.8,0,0.11,0.89
578,Marko Simonovic,Chi,C,22.44,9,3.9,8.1,27.3,9.2,11,0.727,10,5,1.9,1.1,15.9,0,0.11,0.11,0.22
579,Anfernee Simons,Por,G,22.79,57,29.5,61.4,24.8,11.9,116,0.888,355,442,17.3,2.6,4.9,3.9,0.53,0.11,2.02
580,Jericho Sims,Nyk,C,23.42,31,10.2,21.2,6.5,25.5,16,0.375,28,0,1.4,3.2,16.7,0.4,0.16,0.39,0.39
581,Deividas Sirvydis,Det,F-G,21.78,3,8.9,18.5,16.1,0,0,0,3,7,1,2,12.2,0.3,1,0.33,0
582,Javonte Smart,Mil,G,22.8,13,12.3,25.6,14.6,16.5,6,0.833,25,18,2.4,1.5,6.3,1.1,0.31,0.15,0.69
583,Javonte Smart,Mia,G,22.8,2,2.1,4.4,31.7,0,0,0,2,1,0,0,0,0,0,0,0
584,Marcus Smart,Bos,G,28.05,62,32.7,68.1,17.8,15.5,164,0.799,322,298,12.1,3.9,6.4,5.7,1.79,0.26,2.05
585,Dennis Smith Jr.,Por,G,24.32,37,17.3,36,18.2,19,64,0.656,162,27,5.6,2.4,7.5,3.6,1.22,0.32,1.38
586,Ish Smith,Cha,G,33.71,37,13.8,28.8,19,15.7,19,0.632,160,25,4.5,1.5,5.9,2.6,0.54,0.27,0.97
587,Ish Smith,Was,G,33.71,17,21.3,44.5,20.1,13.4,5,0.6,114,26,8.1,3.1,8,4.6,0.88,0.41,1.29
588,Jalen Smith,Pho,F-C,22.02,29,13.2,27.4,20.6,12.1,52,0.769,98,39,6,4.8,19.5,0.2,0.21,0.62,0.76
589,Jalen Smith,Ind,F-C,22.02,16,24.8,51.6,19,8.5,36,0.75,85,60,13.4,8.1,18.1,1,0.38,0.94,0.94
590,Xavier Sneed,Mem,F,20,2,3.9,8,10.7,0,0,0,0,2,0,1,13.5,0,0,0,0
591,Xavier Sneed,Uta,F,20,2,5.7,11.9,3.8,0,0,0,0,1,1.5,0.5,4.8,0,0,0,0
592,Tony Snell,Por,G,30.37,38,14.4,29.9,8.7,10.1,3,1,22,75,2.6,1.9,7.2,0.6,0.21,0.18,0.29
593,Tony Snell,Nor,G,30.37,11,20.9,43.5,11.8,11.1,0,0,12,44,6,2.6,6.9,0.5,0.55,0.18,0.64
594,Jaden Springer,Phi,G,19.49,2,2.8,5.8,16.1,50,0,0,1,0,1,1,19.9,0,0,1,0.5
595,Cassius Stanley,Det,G,22.6,9,17.2,35.9,15.6,10.6,10,1,29,17,5.8,2.1,6.6,0.4,0.56,0.22,0.67
596,Nik Stauskas,Mia,G,28.46,2,11.9,24.7,18.3,0,4,0.75,4,4,5.5,1.5,7.1,0.5,0,0,0
597,Nik Stauskas,Bos,G,28.46,5,2.3,4.9,22.2,17,2,0.5,0,4,0.8,0,0,0,0,0,0.2
598,Lance Stephenson,Atl,F,31.55,6,11.6,24.1,11.3,22.4,2,0.5,10,3,1.8,2.5,11.8,1.8,0,0,0.67
599,Lance Stephenson,Ind,F,31.55,30,19.3,40.3,22.9,16.8,54,0.759,168,66,9,3,8.7,4.1,0.67,0.1,1.73
600,Lamar Stevens,Cle,F,24.7,53,14.7,30.7,16.8,11.1,50,0.64,192,50,5.4,2.3,8.7,0.7,0.47,0.26,0.62
601,Isaiah Stewart,Det,F-C,20.84,61,25.8,53.8,14.7,14.1,93,0.699,396,27,8.2,8.6,18,1,0.33,1.13,1.25
602,Max Strus,Mia,G-F,25.98,59,23.1,48.2,18.2,7.9,50,0.78,108,384,10.5,3.1,7.4,1.3,0.37,0.22,0.75
603,Jalen Suggs,Orl,G,20.8,46,27.7,57.6,25.5,18.7,163,0.773,347,190,12.1,3.7,7,4.4,1.22,0.39,3.04
604,Craig Sword,Was,G,28.18,3,6.3,13.2,11.7,20,0,0,3,1,2,0,0,0.3,1.33,0,0.33
605,Keifer Sykes,Ind,G,28.23,27,17.7,36.9,17.6,14.2,16,0.875,87,75,5.6,1.6,5,2,0.3,0.15,1.04
606,Jae'Sean Tate,Hou,F,26.4,68,26.5,55.3,19.8,14.9,168,0.708,464,177,12,5.5,11.3,3,0.94,0.56,1.84
607,Jayson Tatum,Bos,F-G,24.06,69,36.3,75.7,32.1,10.9,429,0.858,841,597,27,8.2,12.1,4.3,0.94,0.64,2.87
608,Terry Taylor,Ind,G,22.5,23,18.5,38.6,16,6.9,29,0.655,120,15,8.7,5.4,16.1,1.2,0.26,0.3,0.48
609,Garrett Temple,Nor,G-F,35.87,56,18.9,39.4,13.8,11.8,41,0.683,107,175,5.4,2.5,7.3,1.3,0.75,0.41,0.71
610,Emanuel Terry,Pho,F,26.59,3,6.1,12.6,23.7,50,0,0,5,0,0,5,44.2,0.7,0.33,0,1.67
611,Tyrell Terry,Mem,G,21.48,2,1.6,3.2,13.2,0,0,0,1,0,1,0,0,0,0,0,0
612,Jon Teske,Mem,C,20,3,2.6,5.4,9.9,0,2,0,1,0,0,0.7,13.3,0.3,0.33,0,0
613,Daniel Theis,Hou,F-C,29.97,26,22.5,46.8,16.6,13.6,40,0.675,100,79,8.4,5,12.2,0.8,0.42,0.65,1.19
614,Daniel Theis,Bos,F-C,29.97,12,13.3,27.7,13.9,15.8,17,0.647,24,11,4.9,4,16.1,0.9,0.33,0.83,0.67
615,Brodric Thomas,Bos,G,25.15,9,4.9,10.2,18.8,21.3,4,0.5,6,7,1.4,0.7,7.3,0.7,0,0.11,0.44
616,Cam Thomas,Bro,G,20.44,60,18.3,38,22.5,8.9,90,0.833,312,168,9,2.4,7.3,1.3,0.52,0.13,0.85
617,Isaiah Thomas,Lal,G,33.12,4,25.3,52.6,20.8,10.2,11,0.727,17,22,9.3,2,4.2,1.5,0,0.5,1.25
618,Isaiah Thomas,Dal,G,33.12,1,13.3,27.7,27.1,0,0,0,5,3,6,0,0,4,0,0,0
619,Isaiah Thomas,Cha,G,33.12,7,13.5,28.1,27.4,8.2,9,1,27,25,9.9,1.3,5,2,0.43,0.14,0.71
620,Matt Thomas,Chi,G,27.63,40,11.5,23.9,14.4,5.3,20,0.8,43,91,4,1.3,6.1,0.5,0.2,0.08,0.2
621,Klay Thompson,Gol,G,32.12,26,27.9,58.2,28.6,6.9,43,0.907,209,216,18,3.8,7.5,2.7,0.62,0.62,1.27
622,Tristan Thompson,Sac,C-F,31.03,30,15.2,31.6,19.4,14.1,60,0.533,150,1,6.2,5.4,19.2,0.6,0.37,0.4,0.97
623,Tristan Thompson,Ind,C-F,31.03,4,16.4,34.2,20.5,12.7,8,0.375,24,0,7.3,4.5,15.1,0.5,0,0.5,1
624,Tristan Thompson,Chi,C-F,31.03,13,17.3,36.1,14.2,12.4,33,0.606,48,1,6,4.7,15.1,0.5,0.77,0.31,0.69
625,JT Thor,Cha,F,19.57,28,8.8,18.2,11.8,11.7,14,0.714,28,26,2.3,1.4,8.6,0.6,0.29,0.36,0.29
626,Matisse Thybulle,Phi,G-F,25.05,56,25.8,53.7,9.8,11.5,37,0.784,130,131,5.9,2.4,5.2,1.1,1.71,1.11,0.64
627,Killian Tillie,Mem,F-C,24.05,36,12.8,26.7,12.8,9.1,8,0.625,41,86,3.3,1.7,6.8,0.6,0.64,0.42,0.36
628,Xavier Tillman,Mem,F,23.19,45,11.9,24.9,16.2,13.2,48,0.646,125,38,4.3,2.7,11.8,0.9,0.96,0.31,0.62
629,Isaiah Todd,Was,F,20.43,10,4.1,8.6,22.3,4.8,6,0.333,6,11,1.6,1,13.4,0.3,0.2,0.2,0.1
630,Obi Toppin,Nyk,F,24.05,62,14.9,31.1,20.5,11.3,94,0.745,232,111,7.2,3.5,12.3,0.9,0.31,0.39,0.79
631,Juan Toscano-Anderson,Gol,F,28.95,67,13.9,29,14.9,19.8,70,0.571,140,84,4.2,2.5,9.7,1.8,0.67,0.22,0.94
632,Karl-Anthony Towns,Min,C-F,26.35,66,33.5,69.9,27.9,13.9,432,0.826,755,331,24.9,9.8,15.6,3.7,1,1.14,3.12
633,Gary Trent Jr.,Tor,G-F,23.18,62,34.8,72.5,21.9,5.6,183,0.836,470,490,18,2.8,4.3,2.1,1.82,0.27,1
634,P.J. Tucker,Mia,F,36.88,64,28,58.4,11.9,12.9,56,0.714,212,183,7.8,5.4,10.9,2.1,0.78,0.2,0.97
635,Rayjon Tucker,Den,G,24.49,3,9.8,20.3,5.6,0,4,0.75,0,2,2,1.3,7.6,1.3,0.33,0,0
636,Myles Turner,Ind,C-F,26,42,29.4,61.2,17.1,10.9,105,0.752,210,183,12.9,7.1,13.3,1,0.67,2.81,1.29
637,Jonas Valanciunas,Nor,C,29.88,66,30.6,63.7,24.1,14,256,0.82,711,149,18.1,11.5,20.7,2.5,0.53,0.85,2.39
638,Denzel Valentine,Cle,G,28.35,22,9.3,19.3,15.6,13.9,0,0,18,44,2.9,1.7,10.3,0.5,0.32,0,0.45
639,Denzel Valentine,Uta,G,28.35,2,9.3,19.3,14.1,33.3,0,0,1,3,2.5,2,11.8,0,0.5,0,1
640,Jarred Vanderbilt,Min,F,22.97,65,25.7,53.6,10.7,14.5,112,0.652,303,13,6.9,8.7,18,1.3,1.38,0.65,0.95
641,Fred VanVleet,Tor,G,28.07,58,38.2,79.6,24,12.3,204,0.873,419,580,21,4.6,6.5,6.8,1.6,0.5,2.64
642,Devin Vassell,San,G-F,21.58,63,26.8,55.9,18.7,6.9,78,0.808,337,329,11.8,4.3,8.3,1.8,1,0.65,0.83
643,Gabe Vincent,Mia,G,25.77,62,23.9,49.8,18,15.3,52,0.808,180,305,8.9,1.9,4.5,3.2,0.94,0.19,1.48
644,Nikola Vucevic,Chi,C,31.41,64,33.4,69.7,24.6,10.1,106,0.745,731,300,18,11.3,18.9,3.3,0.98,1.03,1.89
645,Dean Wade,Cle,F-C,25.34,51,19.2,40,11.1,6.5,30,0.667,75,142,5.3,2.9,8.4,1,0.57,0.14,0.31
646,Franz Wagner,Orl,F,20.57,73,31.6,65.9,21,10.2,211,0.858,656,256,15.4,4.6,7.7,2.9,0.89,0.45,1.56
647,Moritz Wagner,Orl,F-C,24.91,54,13.7,28.6,23.9,9.8,110,0.8,162,159,8.5,3.1,12.1,1.2,0.3,0.22,0.74
648,Ish Wainright,Pho,F,27.53,40,7.2,15,13.4,13.4,10,0.5,31,42,1.7,1.1,8,0.3,0.28,0.15,0.3
649,Lonnie Walker IV,San,G-F,23.27,65,23.2,48.2,23.6,8.1,136,0.779,391,325,12.2,2.5,5.7,2.1,0.6,0.28,1.05
650,Kemba Walker,Nyk,G,31.87,37,25.6,53.4,20.7,10.7,71,0.845,171,199,11.6,3,6.2,3.5,0.7,0.19,1.3
651,MJ Walker,Pho,G,23.99,2,4.2,8.8,20.6,0,0,0,2,2,0,0.5,6.4,0.5,1,0,0
652,Tyrone Wallace,Nor,G,27.78,5,14.4,30.1,14.4,8.3,5,0.2,12,8,3.4,1.4,5.3,0.2,0.6,0.2,0.4
653,Derrick Walton Jr.,Det,G,26.98,3,36.1,75.1,15.4,28.4,4,1,13,13,6.3,3.3,5,7,2.33,1.33,3.67
654,Brad Wanamaker,Ind,G,32.66,22,13.3,27.7,15.3,22,22,0.909,55,17,3.5,1.6,6.6,2.2,0.23,0.27,1.05
655,Brad Wanamaker,Was,G,32.66,1,27.1,56.5,10.4,0,3,1,5,0,7,4,8.1,7,2,0,0
656,Duane Washington Jr.,Ind,G,22,40,20,41.7,22.6,11.1,49,0.735,176,178,9.7,1.8,4.8,1.9,0.53,0.05,1.18
657,P.J. Washington,Cha,F,23.58,55,26.7,55.6,15.8,12.6,72,0.708,179,269,10.2,5.3,10.5,2.1,0.85,0.89,1.25
658,Yuta Watanabe,Tor,G-F,27.44,33,12.4,25.8,16.5,12.1,35,0.571,54,69,4.5,2.5,11,0.6,0.24,0.48,0.58
659,Lindy Waters III,Okc,F,24.65,17,16.9,35.1,14.9,4,0,0,16,79,5.7,2.6,7.8,0.7,0.65,0.35,0.24
660,Tremont Waters,Tor,G,24.2,2,20.9,43.5,16.4,25,0,0,3,9,4,2,5.2,3.5,2,0,2
661,Tremont Waters,Was,G,24.2,1,8.5,17.7,10.5,0,0,0,2,0,2,0,0,0,1,0,0
662,Trendon Watford,Por,F,21.37,45,17.4,36.3,16.9,11.5,85,0.765,199,34,7.1,4,12.5,1.5,0.49,0.6,0.78
663,Paul Watson,Okc,G,27.23,9,17.4,36.2,11,10,2,0.5,9,26,3.4,3,8.8,0.9,0.33,0.33,0.44
664,Quinndary Weatherspoon,Gol,G,25.53,9,7.5,15.7,16.2,11.9,5,1,16,4,3.3,1.6,11.2,0.4,0.11,0.11,0.33
665,Russell Westbrook,Lal,G,33.36,71,34.5,71.8,27.1,17.5,360,0.669,873,240,18.1,7.5,11.5,7.2,0.99,0.27,3.8
666,Coby White,Chi,G,22.1,52,27.7,57.6,19.8,8.5,83,0.855,254,302,13.1,3,6,3,0.46,0.21,1.06
667,Derrick White,San,G,27.72,49,30.3,63.2,20.6,12,160,0.869,312,258,14.4,3.5,6.1,5.6,1,0.86,1.78
668,Derrick White,Bos,G,27.72,17,26.1,54.4,18.7,9,44,0.864,78,74,10,3.3,6.8,3.2,0.71,0.82,1
669,Hassan Whiteside,Uta,C,32.78,59,18.2,37.8,16.8,12.3,147,0.626,298,0,8.1,7.7,23,0.4,0.37,1.51,0.86
670,Joe Wieskamp,San,G-F,22.58,22,6,12.5,14.3,4.4,9,0.556,11,28,2.3,0.4,3.2,0.3,0.14,0.14,0.09
671,Aaron Wiggins,Okc,G-F,23.22,44,23.5,49,14.3,12.3,65,0.738,156,115,7.6,3.5,7.7,1.2,0.68,0.2,0.95
672,Andrew Wiggins,Gol,F,27.08,64,31.9,66.5,23.1,8.8,200,0.63,547,351,17.2,4.5,7.6,2.3,1.11,0.73,1.48
673,Lindell Wigginton,Mil,G,23.99,15,8.1,16.8,16.6,14.9,18,0.556,17,15,3.1,1.1,7.4,0.5,0.27,0.07,0.47
674,Robert Williams III,Bos,C-F,24.43,59,29.8,62,11.4,13.4,89,0.719,353,1,9.9,9.6,17.4,2,0.9,2.19,1.03
675,Brandon Williams,Por,G,22.33,14,25.5,53.2,27.7,13.6,74,0.676,105,60,14.6,3.2,6.9,2.6,0.93,0.43,2.21
676,Grant Williams,Bos,F,23.31,68,24,50.1,12.3,10.7,78,0.91,141,232,7.8,3.5,7.9,1.1,0.49,0.69,0.72
677,Kenrich Williams,Okc,G-F,27.31,49,21.9,45.6,15.6,11.9,55,0.545,196,121,7.4,4.5,10.5,2.2,0.9,0.2,0.94
678,Lou Williams,Atl,G,35.4,51,14.4,30.1,21.8,10.6,68,0.868,202,96,6.5,1.5,5.7,1.9,0.53,0.06,0.76
679,Patrick Williams,Chi,F,20.57,7,23.1,48.2,11.7,7,7,0.714,26,11,6.6,2.4,5.9,0.6,0.71,0.29,0.43
680,Ziaire Williams,Mem,F,20.53,52,21.5,44.8,14.4,8.4,33,0.788,149,195,7.8,2,4.9,0.9,0.52,0.17,0.63
681,D.J. Wilson,Tor,F,26.09,4,13.5,28.2,16.9,9.3,10,0.8,13,2,7.5,4,16,1.3,1.25,0.25,0.5
682,Dylan Windler,Cle,G-F,25.5,42,9,18.8,11.9,13.7,11,0.818,23,60,2.3,1.7,10.3,0.6,0.26,0.07,0.33
683,Justise Winslow,Lac,F-G,25.99,37,13,27,17.9,18.5,41,0.61,112,29,4.2,3.6,14.4,1.4,0.57,0.49,0.97
684,Justise Winslow,Por,F-G,25.99,10,28.8,60,20.2,9,25,0.56,76,35,11.8,6.7,12.7,3.2,1.4,0.7,1.2
685,Cassius Winston,Was,G,24.06,5,5.4,11.3,12.9,12.7,2,1,1,5,2,0,0,1,0,0,0.2
686,Robert Woodard II,Sac,F,22.5,12,3.5,7.3,18.1,5.6,2,1,12,4,0.6,0.9,14.1,0.3,0.08,0.08,0.08
687,Christian Wood,Hou,F,26.49,65,31,64.6,23.5,10.8,321,0.62,529,324,18.2,10.2,17.9,2.3,0.75,0.98,1.85
688,McKinley Wright IV,Min,G,23.41,3,2.9,6,19.4,25,0,0,1,2,1.7,0,0,0.3,0,0,0.33
689,Delon Wright,Atl,G,29.9,67,18.3,38.1,10.7,13.4,55,0.855,140,95,4.4,2.8,8.5,2.4,1.09,0.22,0.6
690,Moses Wright,Lac,F,23.25,1,1.5,3.1,0,,0,0,0,0,0,0,0,1,0,0,0
691,Thaddeus Young,San,F,33.75,26,14.2,29.7,19.1,17.9,22,0.455,123,5,6.1,3.6,13.1,2.3,0.88,0.27,1.15
692,Thaddeus Young,Tor,F,33.75,16,17.5,36.4,16.6,16.6,15,0.333,64,20,5.5,4.3,13.1,1.4,1,0.38,1.13
693,Trae Young,Atl,G,23.51,66,34.9,72.8,34.6,14.6,482,0.9,826,519,28.2,3.8,6,9.5,0.97,0.11,4.05
694,Omer Yurtseven,Mia,C,23.76,50,12.6,26.3,20.3,13.5,57,0.632,216,8,5.6,5.4,24,0.9,0.3,0.38,0.78
695,Cody Zeller,Por,F-C,29.46,27,13.1,27.4,16,14.6,49,0.776,86,4,5.2,4.6,19.2,0.8,0.3,0.22,0.7
696,Ivica Zubac,Lac,C,25.01,68,24.4,50.8,16.8,17.1,207,0.734,433,0,10.2,8.4,17.9,1.5,0.51,1.03,1.59
697,Pat Connaughton,Mil,G,28.54,23,23.7,49.4,10.7,8.8,13,0.846,24,95,6.9,4.4,9.9,0.9,0.43,0.26,0.52
698,Bryn Forbes,Mil,G,28,20,13.7,28.5,19.2,5.7,8,0.75,23,89,6.6,1.4,5.3,0.3,0.1,0.1,0.35
699,Jrue Holiday,Mil,G,31.11,23,39.6,82.6,22.1,11.9,56,0.714,247,142,17.3,5.7,7.8,8.7,1.65,0.43,2.43
700,Brook Lopez,Mil,C,33.3,23,29,60.4,16.8,9.6,43,0.86,145,72,13,5.9,10.9,0.3,0.74,1.48,1.09
701,Khris Middleton,Mil,F,29.94,23,40.1,83.5,26.4,13,97,0.887,277,175,23.6,7.6,10.1,5.1,1.52,0.17,3.22
702,P.J. Tucker,Mil,F,36.21,23,29.6,61.7,6.9,9.1,4,0.75,39,59,4.3,4.8,8.7,1.1,0.96,0.13,0.43
703,Nicolas Batum,Lac,G-F,32.6,19,29.2,60.8,10.5,4.8,23,0.826,37,72,8.1,5.5,11,2.1,1.26,0.53,0.32
704,Paul George,Lac,F,31.22,19,40.9,85.1,30.5,13.2,154,0.844,222,152,26.9,9.6,13.6,5.4,1,0.47,3.53
705,Reggie Jackson,Lac,G,31.26,19,32.7,68.2,22.3,9.4,41,0.878,110,142,17.8,3.2,5.6,3.4,0.95,0.16,1.47
706,Terance Mann,Lac,G-F,24.75,19,19.9,41.4,14.8,3.3,28,0.714,67,37,7.6,2.7,8,0.7,0.53,0.26,0.21
707,Marcus Morris Sr.,Lac,F,31.88,19,31.8,66.2,17,3.2,32,0.75,104,96,12.2,4.3,7.8,1.5,0.53,0.53,0.37
708,Deandre Ayton,Pho,C,23,22,36.4,75.8,16.3,9.8,53,0.736,234,0,15.8,11.8,18.1,1.1,0.82,1.09,1.27
709,Devin Booker,Pho,G,24.72,22,40.4,84.1,31.8,12.9,147,0.905,337,137,27.3,5.6,7.8,4.5,0.82,0.18,3.64
710,Mikal Bridges,Pho,F,24.89,22,32.1,66.9,14.2,7.8,28,0.893,95,95,11.1,4.3,7.4,1.6,1,0.68,0.77
711,Torrey Craig,Pho,F,30.59,22,12.1,25.2,15.6,11,13,0.615,38,37,4,2.9,13.2,0.4,0.05,0.36,0.45
712,Jae Crowder,Pho,F,31.04,22,33.2,69.1,13.7,8.7,35,0.886,42,142,10.8,6.1,10.2,1.9,0.86,0.82,0.86
713,Cameron Payne,Pho,G,26.95,22,19,39.6,24.6,10.7,18,0.889,124,69,9.3,2.5,7.3,3.2,0.77,0.5,1.09
714,Bogdan Bogdanovic,Atl,G,28.92,18,33.2,69.2,21,9.5,17,0.706,106,143,14.1,4.2,6.8,2.9,1.61,0.28,1.5
715,Clint Capela,Atl,C,27.18,18,31.6,65.8,13.3,10.5,39,0.436,136,0,10.1,11.2,19.3,0.9,0.67,1.06,1
716,John Collins,Atl,F-C,23.83,18,32,66.7,17,10.4,36,0.833,126,56,13.9,8.7,14.9,0.9,0.44,0.61,1.28
717,Danilo Gallinari,Atl,F,32.95,18,24.6,51.2,21.2,7.1,52,0.942,90,84,12.8,3.9,8.6,0.8,0.33,0.17,0.83
718,Kevin Huerter,Atl,G-F,22.9,18,31,64.6,16.4,9.2,17,0.706,85,95,11.1,3.8,6.7,2.8,0.78,0.89,1.06
719,Onyeka Okongwu,Atl,F-C,20.61,18,9.2,19.2,11.8,9,21,0.667,30,1,2.7,2.7,15.8,0.1,0.28,0.72,0.22
720,Lou Williams,Atl,G,34.73,18,15.4,32,23,15.3,27,0.963,80,30,7.7,1.4,5.1,2.2,0.67,0.06,1.22
721,Cameron Johnson,Pho,F,25.38,21,21.1,43.9,14.3,10.8,32,0.906,36,74,8.2,3.1,8.3,0.8,0.9,0.19,0.71
722,Giannis Antetokounmpo,Mil,F,26.62,21,38.1,79.3,31.8,10.8,206,0.587,369,70,30.2,12.8,18,5.1,1,1.19,3.05
723,Ivica Zubac,Lac,C,24.34,17,17.7,36.9,14.6,16.9,49,0.796,57,0,6.3,5.8,19,0.4,0.12,0.71,0.94
724,Patrick Beverley,Lac,G,33.02,17,19,39.6,11.3,5.1,14,0.857,31,37,4.9,2.4,7.3,1.4,0.71,0.71,0.24
725,Chris Paul,Pho,G,36.21,20,34.2,71.2,24.8,11.6,65,0.877,235,65,19.2,3.5,5.7,8.6,1.15,0.15,2.15
726,Bobby Portis,Mil,F,26.44,20,18.3,38.1,20,5.3,25,0.72,99,52,8.8,5,14.7,0.6,0.7,0.35,0.45
727,Trae Young,Atl,G,22.84,16,37.7,78.6,35.4,13.3,134,0.866,215,144,28.8,2.8,4.1,9.5,1.25,0,4
728,Luke Kennard,Lac,G,25.07,15,14.6,30.5,14.6,4.4,2,0.5,14,51,5.6,0.9,3.7,0.5,0.13,0,0.2
729,Solomon Hill,Atl,F,30.34,14,10.4,21.6,8.2,3.7,4,0.5,6,18,1.2,1.4,7.1,0.2,0.14,0.07,0.07
730,Dario Saric,Pho,F-C,27.29,14,10.5,21.8,17.8,10.5,14,0.929,27,18,4.5,2.5,13.3,1,0.14,0.07,0.43
731,Rajon Rondo,Lac,G,35.41,13,16.9,35.3,15.3,19.4,12,0.667,25,28,4.2,2.6,8.9,3.8,0.38,0.23,1.08
732,Thanasis Antetokounmpo,Mil,F,29.01,13,3.5,7.2,12.1,23.7,6,0.833,7,0,0.7,0.8,11.9,0.2,0.38,0.15,0.23
733,Jeff Teague,Mil,G,33.11,16,7.5,15.5,15,14.3,11,0.818,20,11,2,0.5,3.6,0.8,0.19,0,0.38
734,Bruce Brown,Bro,G-F,24.93,12,23.1,48.1,15.9,11.3,16,0.813,68,11,7.9,5.1,12.1,2.1,0.67,0.42,0.92
735,Nicolas Claxton,Bro,F-C,22.26,12,10.8,22.5,12,11.7,3,0.667,29,0,2.5,2.8,14.1,0.6,0.33,1.08,0.33
736,Seth Curry,Phi,G,30.91,12,31.8,66.2,18.7,6,19,0.789,66,81,18.8,2.3,4,2.3,0.75,0.25,0.83
737,Kevin Durant,Bro,F,32.81,12,40.4,84.2,34.5,11.4,101,0.871,200,82,34.3,9.3,12.7,4.4,1.5,1.58,3.5
738,Blake Griffin,Bro,F,32.35,12,26.5,55.1,12.9,5.5,14,0.714,43,36,9,5.8,12.2,1.8,0.83,0.5,0.42
739,Joe Harris,Bro,G-F,29.87,12,36.2,75.4,14,6.7,4,0.75,41,82,11.2,3.6,5.5,1.6,0.33,0.17,0.75
740,Tobias Harris,Phi,F,29.01,12,36.5,76,24.6,7.2,40,0.875,172,43,21.8,8.5,12.8,3.5,1,0.42,1.5
741,George Hill,Phi,G,35.21,12,17.1,35.6,12.3,17,13,0.769,24,19,4.7,1.3,4.3,1.5,0.67,0.25,0.83
742,Dwight Howard,Phi,C-F,35.62,12,12.4,25.9,17.2,20.1,40,0.6,29,1,4.7,6.3,27.6,0.7,0.17,0.5,1
743,Furkan Korkmaz,Phi,G-F,23.99,12,16.2,33.8,18.6,5.9,14,0.714,29,44,7,2,6.8,0.6,0.58,0.25,0.42
744,Tyrese Maxey,Phi,G,20.71,12,13,27.2,22.2,6.2,22,0.636,54,12,6.3,1.8,7.7,1.3,0.25,0.5,0.42
745,Shake Milton,Phi,G-F,24.81,12,10.1,21,23,17,15,0.933,28,19,4.3,0.8,4.1,0.8,0.25,0.08,0.92
746,Landry Shamet,Bro,G,24.36,12,17.2,35.8,10.8,12.2,5,0.8,14,27,4.2,1.8,5.6,0.6,0.42,0.08,0.5
747,Ben Simmons,Phi,G-F,25,12,33.5,69.8,16.5,17.5,73,0.342,94,1,11.9,7.9,13,8.8,1.25,0.83,2.25
748,Matisse Thybulle,Phi,G-F,24.38,12,18.3,38.1,11,3.6,5,0.4,18,34,5.3,1.4,4.2,0.3,1.33,0.92,0.17
749,Bojan Bogdanovic,Uta,F,32.26,11,35.5,73.9,20.2,13.5,41,0.878,60,76,18.1,4.3,7,1.5,0.91,0,2.18
750,Jordan Clarkson,Uta,G,29.12,11,27.1,56.4,29.7,11.5,26,0.962,68,97,17.5,3.1,6.6,1.5,0.64,0.27,2.09
751,Derrick Favors,Uta,F,30.02,11,13.1,27.4,10.1,18.2,9,0.556,23,0,3.4,4.2,18.5,0.3,0.18,0.91,0.55
752,Rudy Gobert,Uta,C,29.07,11,34.2,71.3,15,13.4,66,0.636,80,1,14.7,12.3,20.9,0.8,0.55,2.09,1.55
753,Joe Ingles,Uta,F-G,33.8,11,27.8,58,13.6,9.6,13,0.769,21,58,10.2,3.1,6.5,3.5,0.64,0,0.82
754,Kawhi Leonard,Lac,F,30.06,11,39.2,81.7,29.1,8.9,75,0.88,152,61,30.4,7.7,11.4,4.4,2.09,0.82,2.18
755,Georges Niang,Uta,F,28.09,11,11.7,24.4,16.8,16.4,4,1,9,30,3.2,1.7,8.6,0.7,0,0.09,0.73
756,Royce O'Neale,Uta,F,28.13,11,36.7,76.5,10.8,8.1,12,0.833,25,60,11.3,7.3,11.5,2.1,1.09,0.27,0.73
757,Joel Embiid,Phi,C-F,27.35,11,32.4,67.6,34.6,14.6,109,0.835,156,41,28.1,10.5,17.8,3.4,1,1.45,3.82
